,store,sido,gungu,address,phone
422,신월성,대구,달서구,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호,053-634-9996
423,용산,대구,달서구,대구 달서구 용산1동 954-6,"053-524-4999,8"
424,용산새방,대구,달서구,대구 달서구 용산동 499-2,053-592-6999
425,월성,대구,달서구,대구 달서구 본동 1135-4,053-571-9992
426,장기,대구,달서구,대구 달서구 장기동 826-6,"053-523-0111, 0222"
427,진천(대구),대구,달서구,대구 달서구 진천동 504,053-635-9992
428,평리,대구,서구,대구 서구 평리동 1217-2,053-556-9989
429,호산파호,대구,달서구,대구 달서구 호산동 357-116,053-592-5924
430,만촌1호,대구,수성구,대구 수성구 만촌동 849-2,053-745-7123
431,만촌2호,대구,수성구,대구 수성구 만촌1동 1330-12,053-755-8592~1
432,범물,대구,수성구,대구 수성구 범물동 1374-4,053-782-6464
433,범어1호,대구,수성구,대구 수성구 범어동 203-18,053-744-5623
434,범어2호,대구,수성구,대구 수성구 범어동 478-12,053-752-1991
435,수성(대구),대구,수성구,대구 수성구 수성동4가 1022-11,053-743-3993
436,수성호수,대구,수성구,대구 수성구 두산동 653-5,053-782-3335
437,시지1호,대구,수성구,대구 수성구 매호동 1328-12,"053-792-9981,9927"
438,시지2호,대구,수성구,대구 수성구 시지동 489-2,053-792-7729
439,시지3호,대구,수성구,대구 수성구 신매동 593-4,053-791-8225
440,중동,대구,수성구,대구 수성구 중동 97-5,053-765-9901~2
441,파동,대구,수성구,대구 수성구 상동 380-2,"053-761-5901, 766-5419"
442,황금,대구,수성구,대구 수성구 두산동 133-1,053-765-6999
443,남산대신,대구,중구,대구 중구 남산3동 2466-14,"053-255-9982,3"
444,중앙(대구),대구,중구,대구 중구 남일동 33-9,053-425-9919
445,가정루원시티,인천,서구,인천 서구 가정동 614-14,032-564-1990
446,가좌,인천,서구,인천 서구 가좌동 30-78,"032-579-9989,577-9711"
447,간석1호,인천,남동구,인천 남동구 구월동 70-80,"032-432-6765,6764"
448,갈산삼산지구,인천,부평구,인천 부평구 갈산동 55-8,032-525-1991
449,강화,인천,강화군,인천 강화군 강화읍 갑곳리 199-1,032-933-3244
450,검단1호,인천,서구,인천 서구 검단로 왕길동 637-1,032-561-9772
451,검암,인천,서구,인천 서구 검암동 626-2번지 태건프라자 105호,032-568-2313
452,계산1호,인천,계양구,인천 계양구 계산동 1081-10,032-555-9980
453,계산2호,인천,계양구,인천 계양구 계산3동 61-2,032-551-5592
454,계산3호,인천,계양구,인천 계양구 계산동 942-30,032-553-9289
455,공항신도시,인천,중구,인천 중구 운서동 2801-3,032-746-5810~1
456,관교,인천,남구,인천 남구 관교동 321-5,032-441-9994~5
457,구월,인천,남동구,인천 남동구 구월동 1133-13,032-433-3232
458,논현1호(인천),인천,남동구,인천 남동구 논현동 620-8,032-434-0096
459,논현에코메트로,인천,남동구,인천 남동구 논현동 752-1,032-437-1991
460,당하,인천,서구,인천 서구 마전동 585,032-568-9949
461,도화(인천),인천,미추홀구,인천 미추홀구 도화동 1005-3 스카이프라자2,032-766-8338
462,동춘,인천,연수구,인천 연수구 동춘동 934-1,032-815-9114
463,만수1호,인천,남동구,인천 남동구 만수동 1045 103호,032-461-7600
464,만수2호,인천,남동구,인천 남동구 만수동 1118-2,032-469-1848
465,강화,인천,강화군,인천 강화군 강화읍 갑곳리 199-1,032-933-3244
466,계산1호,인천,계양구,인천 계양구 계산동 1081-10,032-555-9980
467,계산2호,인천,계양구,인천 계양구 계산3동 61-2,032-551-5592
468,계산3호,인천,계양구,인천 계양구 계산동 942-30,032-553-9289
469,임학박촌,인천,계양구,인천 계양구 박촌동 52-3,"032-553-3999,556-3999"
470,작전1호,인천,계양구,인천 계양구 작전동 149-1,032-547-8933
471,효성1호,인천,계양구,"인천 계양구 효성1동 21-11 현대아파트 상가동 101호, 102호, 103호",032-544-6711~2
472,효성2호,인천,계양구,인천 계양구 효성2동 273-3,032-542-9244
473,관교,인천,남구,인천 남구 관교동 321-5,032-441-9994~5
474,용현2동,인천,남구,인천 남구 용현동 558-32,032-889-1400
475,용현5동,인천,남구,인천 남구 용현동 630-45,032-888-9191
476,주안1호,인천,남구,인천 남구 주안동 1523-2,032-428-9592~3
477,학익1호,인천,남구,인천 남구 학익동 293-37,032-863-6363~4
478,간석1호,인천,남동구,인천 남동구 구월동 70-80,"032-432-6765,6764"
479,구월,인천,남동구,인천 남동구 구월동 1133-13,032-433-3232
480,논현1호(인천),인천,남동구,인천 남동구 논현동 620-8,032-434-0096
481,논현에코메트로,인천,남동구,인천 남동구 논현동 752-1,032-437-1991
482,만수1호,인천,남동구,인천 남동구 만수동 1045 103호,032-461-7600
483,만수2호,인천,남동구,인천 남동구 만수동 1118-2,032-469-1848
484,만수3호,인천,남동구,인천 남동구 간석3동 921-14,032-461-9999
485,서창,인천,남동구,인천 남동구 서창동 706,032-467-1991
486,소래포구,인천,남동구,인천 남동구 논현동 671-3,032-439-0333
487,간석1호,인천,남동구,인천 남동구 구월동 70-80,"032-432-6765,6764"
488,구월,인천,남동구,인천 남동구 구월동 1133-13,032-433-3232
489,논현1호(인천),인천,남동구,인천 남동구 논현동 620-8,032-434-0096
490,논현에코메트로,인천,남동구,인천 남동구 논현동 752-1,032-437-1991
491,만수1호,인천,남동구,인천 남동구 만수동 1045 103호,032-461-7600
492,만수2호,인천,남동구,인천 남동구 만수동 1118-2,032-469-1848
493,만수3호,인천,남동구,인천 남동구 간석3동 921-14,032-461-9999
494,서창,인천,남동구,인천 남동구 서창동 706,032-467-1991
495,소래포구,인천,남동구,인천 남동구 논현동 671-3,032-439-0333
496,송현(인천),인천,동구,인천 동구 송림동 234-1,032-765-8338
497,갈산삼산지구,인천,부평구,인천 부평구 갈산동 55-8,032-525-1991
498,부개1동,인천,부평구,인천 부평구 부개동 265-3,032-362-9982
499,부개3동,인천,부평구,인천 부평구 부개동 12-176,"032-521-9982,513-9982"
500,부평1호,인천,부평구,인천 부평구 부평동 451-30,032-525-9982
501,부평2호,인천,부평구,인천 부평구 부평동 889-8,032-518-9800
502,산곡1호,인천,부평구,인천 부평구 산곡동 369-270,032-508-9001~2
503,산곡2호,인천,부평구,인천 부평구 산곡동 119-54,032-244-2626
504,산곡3호,인천,부평구,인천 부평구 산곡2동 251-1,032-508-8892
505,삼산(부평),인천,부평구,인천 부평구 삼산동 433-1,050-8389-8917
506,십정1호,인천,부평구,인천 부평구 십정동 417-3,032-437-8989
507,가정루원시티,인천,서구,인천 서구 가정동 614-14,032-564-1990
508,가좌,인천,서구,인천 서구 가좌동 30-78,"032-579-9989,577-9711"
509,검단1호,인천,서구,인천 서구 검단로 왕길동 637-1,032-561-9772
510,검암,인천,서구,인천 서구 검암동 626-2번지 태건프라자 105호,032-568-2313
511,당하,인천,서구,인천 서구 마전동 585,032-568-9949
512,불로원당,인천,서구,인천 서구 당하동 1033-3 조이빌 103,"032-564-9994,2113"
513,석남가정,인천,서구,인천 서구 가정동 505-4,032-578-9988
514,연희1호(인천),인천,서구,인천 서구 심곡동 257-15,032-567-0092
515,청라,인천,서구,인천 서구 연희동 799-8 우리프라자 1층,032-566-9288
516,청라호수공원,인천,서구,인천 서구 청라동 152-15,032-568-1991
517,동춘,인천,연수구,인천 연수구 동춘동 934-1,032-815-9114
518,선학연수3호,인천,연수구,인천 연수구 선학동 406-2,032-815-3993
519,송도1호,인천,연수구,인천 연수구 송도동 21-59  302동 102호,032-858-8883
520,송도드림시티,인천,연수구,인천 연수구 송도동 3-2,032-505-1991
521,송도캠퍼스타운,인천,연수구,인천 연수구 송도동 155(송도아메리칸타운파크),032-811-2019
522,연수중앙,인천,연수구,인천 연수구 연수동 626,032-821-9945
523,옥련,인천,연수구,인천 연수구 옥련동 194-4,032-833-9949
524,공항신도시,인천,중구,인천 중구 운서동 2801-3,032-746-5810~1
525,영종하늘도시,인천,중구,"인천 중구 중산동 1884-4 108,109호",032-751-8933
526,계림,광주,동구,광주 동구 장동 16-4,062-222-8599
527,금호,광주,서구,광주 서구 쌍촌동 881번지,062-382-1991
528,노대효천,광주,남구,광주 남구 노대동 814,062-651-1991
529,동천(광주),광주,서구,광주 서구 동천동 598,062-515-9966
530,두암1호,광주,북구,광주 북구 두암2동 826-50,062-266-9997
531,마재,광주,서구,"광주 서구 금호동 813 대주파크빌상가 124동 114호, 115호",062-682-8800
532,문흥1호,광주,북구,광주 북구 문흥동 980-15,"062-269-9990,264-9990"
533,백운,광주,남구,광주 남구 서동 71-15,062-652-9989
534,봉선1호,광주,남구,광주 남구 주월1동 1253-4,062-654-9994
535,봉선2호,광주,남구,광주 남구 봉선2동 475,062-655-9945
536,상무1호,광주,서구,광주 서구 치평동 1258,062-376-9901
537,선운지구,광주,광산구,광주 광산구 선암동 777,062-945-1991
538,소촌우산,광주,광산구,광주 광산구 소촌동 244-6,062-942-1200
539,송정1호,광주,광산구,광주 광산구 도산동 1143,062-944-9992
540,수완1호,광주,광산구,광주 광산구 장덕동 1479번지 1층,062-956-1991
541,수완2호,광주,광산구,광주 광산구 수완동 1128번지  102호,062-961-9299
542,신가,광주,광산구,광주 광산구 신가동 974-6,062-956-6662
543,신창,광주,광산구,광주 광산구 신창동 1236-1,062-962-9282
544,쌍촌1호,광주,서구,광주 서구 쌍촌동 147,062-383-9945~6
545,양산1호,광주,북구,광주 북구 양산동 877-1 1층,062-576-9296
546,선운지구,광주,광산구,광주 광산구 선암동 777,062-945-1991
547,소촌우산,광주,광산구,광주 광산구 소촌동 244-6,062-942-1200
548,송정1호,광주,광산구,광주 광산구 도산동 1143,062-944-9992
549,수완1호,광주,광산구,광주 광산구 장덕동 1479번지 1층,062-956-1991
550,수완2호,광주,광산구,광주 광산구 수완동 1128번지  102호,062-961-9299
551,신가,광주,광산구,광주 광산구 신가동 974-6,062-956-6662
552,신창,광주,광산구,광주 광산구 신창동 1236-1,062-962-9282
553,운남1호,광주,광산구,광주 광산구 월곡2동 683-1,062-952-9930~1
554,첨단1호,광주,광산구,광주 광산구 산월동 884-2,062-973-8892~3
555,첨단2호,광주,광산구,광주 광산구 쌍암동 655-4번지,062-973-1292~3
556,첨단중앙,광주,광산구,광주 광산구 쌍암동 694-60,062-971-8585
557,하남1호,광주,광산구,광주 광산구 산정동 977-13,062-951-9944
558,하남2지구,광주,광산구,광주 광산구 산정동 1039,062-962-1122
559,노대효천,광주,남구,광주 남구 노대동 814,062-651-1991
560,백운,광주,남구,광주 남구 서동 71-15,062-652-9989
561,봉선1호,광주,남구,광주 남구 주월1동 1253-4,062-654-9994
562,봉선2호,광주,남구,광주 남구 봉선2동 475,062-655-9945
563,주월,광주,남구,광주 남구 월산동 1034-17,062-676-9555
564,진월,광주,남구,광주 남구 진월동 870번지 한국아델리움 2차상가 230동 102호,"062-672-9292,672-9288"
565,계림,광주,동구,광주 동구 장동 16-4,062-222-8599
566,조선대,광주,동구,광주 동구 지산동 500번지,062-234-9933
567,학동,광주,동구,광주 동구 학동 735-16,"062-236-0082,0092"
568,두암1호,광주,북구,광주 북구 두암2동 826-50,062-266-9997
569,문흥1호,광주,북구,광주 북구 문흥동 980-15,"062-269-9990,264-9990"
570,양산1호,광주,북구,광주 북구 양산동 877-1 1층,062-576-9296
571,연제,광주,북구,광주 북구 연제동 41-3,062-571-8292
572,오치,광주,북구,광주 북구 오치동 785-4,062-262-1991
573,운암1호,광주,북구,광주 북구 운암3동 1051-5,062-529-9993~4
574,운암2호(광주),광주,북구,광주 북구 운암동 492-39,062-511-9992
575,일곡1호,광주,북구,광주 북구 일곡동 834-11,"062-573-7892,572-7893"
576,전남대,광주,북구,광주 북구 용봉동 157-20,062-262-9993
577,첨단신용,광주,북구,광주 북구 신용동 693,062-575-1200
578,금호,광주,서구,광주 서구 쌍촌동 881번지,062-382-1991
579,동천(광주),광주,서구,광주 서구 동천동 598,062-515-9966
580,마재,광주,서구,"광주 서구 금호동 813 대주파크빌상가 124동 114호, 115호",062-682-8800
581,상무1호,광주,서구,광주 서구 치평동 1258,062-376-9901
582,쌍촌1호,광주,서구,광주 서구 쌍촌동 147,062-383-9945~6
583,풍암1호,광주,서구,광주 서구 풍암동 1111-2,062-681-3999
584,화정1호(광주),광주,서구,광주 서구 화정동 824-16,062-384-8292
585,화정2호,광주,서구,"광주 서구 농성동 666-1 1층 113,114호",062-351-9288
586,가오천동,대전,동구,대전 동구 가오동 235-12,042-282-9280
587,가장내동,대전,서구,대전 서구 가장동 50-45,042-523-4567
588,갈마1호,대전,서구,대전 서구 갈마동 394-29,042-523-7702
589,관저1호,대전,유성구,대전 유성구 원내동 829 외 1필지,042-542-6999
590,관저느리울,대전,서구,대전 서구 관저동 1354,"042-543-8592,8599"
591,관평,대전,유성구,대전 유성구 관평동 1056,042-933-9889
592,노은1지구,대전,유성구,대전 유성구 노은동 553-9 스타돔 120호,042-823 - 2255
593,노은2지구,대전,유성구,대전 유성구 지족동 985-2,042-824-9985
594,대사부사,대전,중구,대전 중구 대사동 69-53,042-254-9777
595,대흥,대전,중구,대전 중구 대흥동 204-3,042-223-1991
596,도마1호,대전,서구,대전 서구 도마동 114-19,042-538-5550
597,도안1지구,대전,유성구,대전 유성구 상대동 469-9,042-824-1992
598,도안2지구,대전,서구,대전 서구 가수원동 1036,042-542-1991
599,둔산1호,대전,서구,대전 서구 둔산2동 1093,"042-483-9979,486-9949"
600,둔산2호,대전,서구,대전 서구 둔산동 1851,042-488-5234
601,만년,대전,서구,대전 서구 만년동 316,042-484-9945
602,문화1호,대전,중구,대전 중구 문화동 466-16,"042-585-7749,7757"
603,복수,대전,서구,대전 서구 복수동 622,042-581-9905
604,비래,대전,동구,대전 동구 가양동 88-1 조일아파트상가 A동,042-633-1991
605,송강,대전,유성구,대전 유성구 봉산동 198-13,"042-933-9240,9250"
606,송촌1호,대전,대덕구,대전 대덕구 송촌동 454-4,042-621-9292
607,신탄진,대전,대덕구,대전 대덕구 석봉동 309-1,042-932-9901
608,한남대,대전,대덕구,대전 대덕구 한남로 오정동 223-260,042-632-1991
609,가오천동,대전,동구,대전 동구 가오동 235-12,042-282-9280
610,비래,대전,동구,대전 동구 가양동 88-1 조일아파트상가 A동,042-633-1991
611,용운,대전,동구,대전 동구 용운동 306-3,"042-272-9030,9040"
612,자양대동,대전,동구,대전 동구 대동 192-1,042-627-9996
613,가장내동,대전,서구,대전 서구 가장동 50-45,042-523-4567
614,갈마1호,대전,서구,대전 서구 갈마동 394-29,042-523-7702
615,관저느리울,대전,서구,대전 서구 관저동 1354,"042-543-8592,8599"
616,도마1호,대전,서구,대전 서구 도마동 114-19,042-538-5550
617,도안2지구,대전,서구,대전 서구 가수원동 1036,042-542-1991
618,둔산1호,대전,서구,대전 서구 둔산2동 1093,"042-483-9979,486-9949"
619,둔산2호,대전,서구,대전 서구 둔산동 1851,042-488-5234
620,만년,대전,서구,대전 서구 만년동 316,042-484-9945
621,복수,대전,서구,대전 서구 복수동 622,042-581-9905
622,월평1호,대전,서구,대전 서구 월평동 525,042-472-5670
623,탄방,대전,서구,대전 서구 탄방동 723,042-484-9333
624,관저1호,대전,유성구,대전 유성구 원내동 829 외 1필지,042-542-6999
625,관평,대전,유성구,대전 유성구 관평동 1056,042-933-9889
626,노은1지구,대전,유성구,대전 유성구 노은동 553-9 스타돔 120호,042-823 - 2255
627,노은2지구,대전,유성구,대전 유성구 지족동 985-2,042-824-9985
628,도안1지구,대전,유성구,대전 유성구 상대동 469-9,042-824-1992
629,송강,대전,유성구,대전 유성구 봉산동 198-13,"042-933-9240,9250"
630,신성,대전,유성구,대전 유성구 신성동 137-15,042-861-0670
631,유성,대전,유성구,대전 유성구 봉명동 621-1,042-824-9296~7
632,전민,대전,유성구,대전 유성구 문지동 635-8,042-863-7292
633,한밭대,대전,유성구,대전 유성구 덕명동 592-6,042-822-1991
634,대사부사,대전,중구,대전 중구 대사동 69-53,042-254-9777
635,대흥,대전,중구,대전 중구 대흥동 204-3,042-223-1991
636,문화1호,대전,중구,대전 중구 문화동 466-16,"042-585-7749,7757"
637,용두오류,대전,중구,대전 중구 오류동 153-27,042-221-9981
638,중촌목동,대전,중구,대전 중구 중촌동 12-5,042-221-9992
639,태평1호,대전,중구,대전 중구 유천동 326-13,042-524-1992
640,강동산하,울산,북구,울산 북구 산하동 89,052-292-1991
641,공업탑,울산,남구,울산 남구 신정동 1218-7,052-266-9245
642,구영,울산,울주군,울산 울주군 범서읍 구영리 801-6,052-244-9948
643,남목서부,울산,동구,울산 동구 서부동 181-31,"052-232-8992, 8997"
644,남창,울산,울주군,울산 울주군 온양읍 대안리 179-10,052-238-3999
645,다운,울산,중구,울산 중구 다운동 536-1,052-249-4080
646,달동,울산,남구,울산 남구 달동 135-2,052-276-9911
647,덕신,울산,울주군,울산 울주군 덕신리 1294-2,052-238-8554
648,무거1호,울산,남구,울산 남구 무거동 1484-2,052-223-2122
649,반구1호,울산,중구,울산 중구 반구동 874-3,052-293-9909
650,반구2호,울산,중구,울산 중구 반구동 99-17,052-291-3112~3
651,방어,울산,동구,울산 동구 방어동 1149-1,052-201-9905~6
652,복산,울산,중구,울산 중구 복산동 399-12,052-292-0092
653,삼산(울산),울산,남구,울산 남구 달동 1266-9,052-261-1992
654,삼산2호,울산,남구,울산 남구 삼산동 203-15,052-256-5292
655,성안,울산,중구,울산 중구 성안동 804-10,052-248-3300
656,송정지구,울산,북구,울산 북구 송정동 407,052-244-5555
657,수암,울산,남구,울산 남구 야음동 692-6,052-265-9293
658,신정3동(구 신정3호점),울산,남구,울산 남구 신정3동 177-1,052-272-9902
659,야음1호,울산,남구,울산 남구 선암동 679-3,052-266-9978
660,공업탑,울산,남구,울산 남구 신정동 1218-7,052-266-9245
661,달동,울산,남구,울산 남구 달동 135-2,052-276-9911
662,무거1호,울산,남구,울산 남구 무거동 1484-2,052-223-2122
663,삼산(울산),울산,남구,울산 남구 달동 1266-9,052-261-1992
664,삼산2호,울산,남구,울산 남구 삼산동 203-15,052-256-5292
665,수암,울산,남구,울산 남구 야음동 692-6,052-265-9293
666,신정3동(구 신정3호점),울산,남구,울산 남구 신정3동 177-1,052-272-9902
667,야음1호,울산,남구,울산 남구 선암동 679-3,052-266-9978
668,야음2호,울산,남구,울산 남구 야음1동 455-8,052-267-9982
669,옥동(울산),울산,남구,울산 남구 옥동 1406-17,052-275-7727
670,울대,울산,남구,울산 남구 무거동 583-17,052-249-1236
671,남목서부,울산,동구,울산 동구 서부동 181-31,"052-232-8992, 8997"
672,방어,울산,동구,울산 동구 방어동 1149-1,052-201-9905~6
673,전하,울산,동구,울산 동구 전하2동 634-4,052-201-8992
674,화정,울산,동구,울산 동구 화정동 438-3,052-201-9191
675,강동산하,울산,북구,울산 북구 산하동 89,052-292-1991
676,송정지구,울산,북구,울산 북구 송정동 407,052-244-5555
677,양정염포,울산,북구,울산 북구 양정동 497-11,052-287-1112
678,진장명촌,울산,북구,울산 북구 명촌동 692-3,052-252-1991
679,호계1호(울산),울산,북구,울산 북구 호계동 286-15,"052-295-9945,282-7751"
680,호계2호,울산,북구,울산 북구 신천동 107-4,052-282-5151
681,화봉,울산,북구,울산 북구 연암동 414-3,052-289-8992
682,구영,울산,울주군,울산 울주군 범서읍 구영리 801-6,052-244-9948
683,남창,울산,울주군,울산 울주군 온양읍 대안리 179-10,052-238-3999
684,덕신,울산,울주군,울산 울주군 덕신리 1294-2,052-238-8554
685,언양,울산,울주군,울산 울주군 언양읍 동부리 147-1,052-254-5511
686,웅촌,울산,울주군,울산 울주군 청량면 삼정리 755-1 가동 216호,052-277-9288
687,천상,울산,울주군,울산 울주군 범서읍 천상리 650-5,052-248-1991
688,다운,울산,중구,울산 중구 다운동 536-1,052-249-4080
689,반구1호,울산,중구,울산 중구 반구동 874-3,052-293-9909
690,반구2호,울산,중구,울산 중구 반구동 99-17,052-291-3112~3
691,복산,울산,중구,울산 중구 복산동 399-12,052-292-0092
692,성안,울산,중구,울산 중구 성안동 804-10,052-248-3300
693,약사병영,울산,중구,울산 중구 약사동 629-17,052-294-9222
694,옥교,울산,중구,울산 중구 학산동 3-27,052-246-9294
695,우정,울산,중구,울산 중구 우정동 436-41,"052-246-5555,9292"
696,우정혁신,울산,중구,울산 중구 유곡동 473-8,052-212-8787
697,태화,울산,중구,울산 중구 태화동 117-2,052-221-0087
698,고운,세종,고운동,세종 고운동 1718,044-867-4991
699,다정,세종특별자치시,다정동,세종특별자치시 다정동 363-10,044-866-5655
700,도담,세종,도담동,세종 도담동 245-1,044-866-1119
701,보람,세종시,보람동,세종시 보람동 628-4,044-866-9979
702,세종아름,세종,아름동,세종  아름동 1363,044-864-1994
703,조치원1호,세종,조치원읍,세종 조치원읍 죽림리 21-1 삼일아파트 상가 109호,041-866-5163
704,한솔,세종,한솔동,세종 한솔동 927,044-867-1991
705,한솔,세종,한솔동,세종 한솔동 927,044-867-1991
706,도담,세종,도담동,세종 도담동 245-1,044-866-1119
707,세종아름,세종,아름동,세종  아름동 1363,044-864-1994
708,보람,세종시,보람동,세종시 보람동 628-4,044-866-9979
709,고운,세종,고운동,세종 고운동 1718,044-867-4991
710,가람마을,경기,파주시,경기 파주시 와동동 1557-1,031-946-4472
711,가평,경기,가평군,경기 가평군 가평읍 대곡리 168-5,031-581-9945
712,갈매,경기,구리시,"경기 구리시 갈매동 608-1 101호, 102호",031-575-1995
713,강남대,경기,용인시,"경기 용인시 기흥구 구갈동 594 강남피아 118,119,120호",031-275-1991
714,강선,경기,고양시,경기 고양시 일산동구 정발산동 717-3,031-911-9980
715,거모,경기,시흥시,경기 시흥시 거모동 1757-1,031-491-9202
716,고강1호,경기,부천시,경기 부천시 오정구 고강1동 305-4,"032-675-8228,675-8220"
717,고색,경기,수원시,경기 수원시 권선구 고색동 31-4,031-292-0050
718,고양동,경기,고양시,경기 고양시 덕양구 고양동 176-8 104호,031-963-1381
719,고읍1호,경기,양주시,경기 양주시 광사동 657,031-845-1212
720,고잔1호,경기,안산시,경기 안산시 단원구 고잔동 756-1,031-402-9959
721,고잔2호,경기,안산시,경기 안산시 단원구 와동 720-13,031-482-4241
722,고촌,경기,김포시,경기 김포시 고촌면 신곡리 1052,031-983-0065
723,곡반정,경기,수원시,경기 수원시 권선구 곡반정동 584-4,031-236-4991
724,곤지암,경기,광주시,경기 광주시 곤지암읍 곤지암리 443-9,031-763-1991
725,공도1호,경기,안성시,경기 안성시 공도읍 만정리 417-98,031-655-8295
726,과천1호,경기,과천시,경기 과천시 원문동 4 레미안 슈르 A상가(4번지)동 제1층 1023호,02 -503-9952
727,관양,경기,안양시,경기 안양시 동안구 관양동 1437-20 1층,031-422-2829
728,광교1호,경기,수원시,경기 수원시 영통구 이의동 1332 CB 4~5호,031-212-1998
729,광명1호,경기,광명시,경기 광명시 광명동 295-4,02 -2615-9114
730,가평,경기,가평군,경기 가평군 가평읍 대곡리 168-5,031-581-9945
731,청평,경기,가평군,경기 가평군 청평면 청평리 452-5,031-585-9282
732,현리,경기,가평군,경기 가평군 하면 현리 259-7,031-584-9225
733,고양동,경기,고양시,경기 고양시 덕양구 고양동 176-8 104호,031-963-1381
734,삼송,경기도,고양시,경기도 고양시 덕양구 신원동 626-1 1층 상가 5~6호,02 -381-1991
735,원당,경기,고양시,경기 고양시 덕양구 성사동 519-2,031-965-3210
736,원흥,경기,고양시,경기 고양시 덕양구 도내동 966,031-962-1992
737,행신1호,경기,고양시,경기 고양시 덕양구 행신동 995-2,031-971-9599
738,행신역,경기,고양시,경기 고양시 덕양구 행신동 708-3,031-971-9909
739,화정1호(고양),경기,고양시,경기 고양시 덕양구 화정동 906-5 1층 102호,031-967-8852
740,화정역,경기,고양시,경기 고양시 덕양구 화정동 979-2,031-978-1991
741,강선,경기,고양시,경기 고양시 일산동구 정발산동 717-3,031-911-9980
742,밤가시후곡,경기,고양시,경기 고양시 일산동구 정발산동 1093,031-924-9292
743,백마강촌,경기,고양시,경기 고양시 일산동구 마두1동 734 백마마을4단지상가 106호,031-903-6886
744,백송,경기,고양시,경기 고양시 일산동구 백석동 1225 중앙프라자 103호,031-906-9942
745,식사,경기,고양시,경기 고양시 일산동구 식사동 1531,031-932-5557
746,중산,경기,고양시,경기 고양시 일산동구 중산동 1667-3,031-976-9989
747,호수,경기,고양시,경기 고양시 일산동구 백석동 1414-15,031-903-5014
748,구일산,경기,고양시,경기 고양시 일산서구 일산동 967-6,031-922-5589
749,대화,경기,고양시,경기 고양시 일산서구 대화동 2126-2 (동남빌딩 101호),031-919-9981
750,주엽,경기,고양시,경기 고양시 일산서구 주엽2동 138 애비뉴상가 1층 1068호,031-911-9985
751,킨텍스,경기,고양시,경기 고양시 일산서구 대화동 2606,031-961-6555
752,탄현,경기,고양시,경기 고양시 일산서구 탄현동 1562-5,031-919-9980
753,과천1호,경기,과천시,경기 과천시 원문동 4 레미안 슈르 A상가(4번지)동 제1층 1023호,02 -503-9952
754,광명1호,경기,광명시,경기 광명시 광명동 295-4,02 -2615-9114
755,광명역,경기,광명시,"경기 광명시 일직동 511-5번지 대호M스퀘어 102호, 103호",02 -897-1991
756,소하1호,경기,광명시,경기 광명시 소하동 1240-3,02 -897-2140
757,소하2호,경기,광명시,"경기 광명시 소하동 1363, 신촌 휴먼시아 상가 106호",02 -899-1338
758,철산1호,경기,광명시,경기 광명시 철산동 210-1,02 -2060-6761
759,철산2호,경기,광명시,경기 광명시 철산동 92-1,02 -2060-7743
760,철산역,경기,광명시,경기 광명시 철산동 429,02 -2685-5800
761,하안1호,경기,광명시,"경기 광명시 하안동 35-5, 영보빌딩 102호",02 -806-2004
762,곤지암,경기,광주시,경기 광주시 곤지암읍 곤지암리 443-9,031-763-1991
763,광주1호,경기,광주시,경기 광주시 경안동 154-1,031-765-8292
764,신현,경기,광주시,경기 광주시 오포읍 신현리 371-4,031-726-1091
765,양벌,경기,광주시,경기 광주시 오포읍 양벌리 290-3,031-768-1992
766,태전(경기광주),경기,광주시,경기 광주시 태전동 261-14,031-769-1091
767,갈매,경기,구리시,"경기 구리시 갈매동 608-1 101호, 102호",031-575-1995
768,수택,경기,구리시,경기 구리시 교문동 760-12,031-569-3999
769,인창,경기,구리시,경기 구리시 인창동 344-7,031-568-9992
770,토평,경기,구리시,경기 구리시 토평동 999-2,031-562-9995
771,금정역,경기,군포시,경기 군포시 산본동 236-2,031-391-1991
772,당동1호,경기,군포시,경기 군포시 당동 904-5 그린프라자 102호,031-399-5225
773,부곡(부곡),경기,군포시,경기 군포시 부곡동 1120-4,031-462-8292
774,산본1호,경기,군포시,경기 군포시 산본동 1106-3 101호,031-399-9992
775,산본3호,경기,군포시,경기 군포시 산본동 48 에덴다모은정아파트 1층,031-391-4484
776,산본역,경기,군포시,경기 군포시 산본동 1142-6,031-397-1991
777,호계3호,경기,군포시,경기 군포시 당정동 2-3,031-452-9936~7
778,고촌,경기,김포시,경기 김포시 고촌면 신곡리 1052,031-983-0065
779,구래,경기,김포시,경기 김포시 구래동 6883-1,031-985-2991
780,북변,경기,김포시,경기 김포시 감정동 529-3,031-981-1137
781,사우,경기,김포시,경기 김포시 사우동 998,031-997-9289
782,양곡,경기,김포시,경기 김포시 양촌읍 양곡리 1302-2,031-998-1990
783,운양,경기,김포시,경기 김포시 운양동 1297-6 승문리앤포레 1차 1층,031-981-1997
784,장기1호,경기,김포시,경기 김포시 장기동 장기동 1360,031-998-9992
785,통진1호,경기,김포시,경기 김포시 서암리 758-79,"031-989-4545,989-7092"
786,풍무,경기,김포시,경기 김포시 풍무동 191-2,031-985-0779
787,다산신도시1호,경기,남양주시,경기 남양주시 다산동 산3006-2,031-551-1991
788,덕소1호,경기,남양주시,경기 남양주시 와부읍 덕소리 141-91,031-577-8080
789,도농1호,경기,남양주시,경기 남양주시 다산동 608,031-568-9289
